date,channel,campaign_type,impressions,clicks,ctr,conversions,conversion_rate,cost_per_click,spend,revenue,roas
2025-01-22,Affiliate,Product_Launch,5353,161,0.0301,4,0.0248,1.716,276.28,1016.71,3.68
2025-01-22,Affiliate,Seasonal_Promo,5266,148,0.0281,6,0.0405,2.158,319.38,1165.74,3.65
2025-01-22,Affiliate,Loyalty_Program,5393,154,0.0286,9,0.0584,1.894,291.68,1035.46,3.55
2025-01-22,TikTok_Ads,Brand_Awareness,23374,907,0.0388,10,0.011,1.882,1706.97,6827.88,4.0
2025-01-22,TikTok_Ads,Lead_Gen,23846,888,0.0372,28,0.0315,1.808,1605.5,6036.68,3.76
2025-01-22,TikTok_Ads,Retargeting,23520,879,0.0374,45,0.0512,1.769,1554.95,5473.42,3.52
2025-01-22,TikTok_Ads,Product_Launch,23225,838,0.0361,23,0.0274,1.854,1553.65,5515.46,3.55
2025-01-22,TikTok_Ads,Seasonal_Promo,23557,912,0.0387,36,0.0395,1.795,1637.04,6138.9,3.75
2025-01-22,TikTok_Ads,Loyalty_Program,23059,864,0.0375,61,0.0706,1.912,1651.97,6310.53,3.82
2025-01-22,YouTube_Ads,Brand_Awareness,16630,335,0.0201,4,0.0119,1.919,642.87,2513.62,3.91
2025-01-22,YouTube_Ads,Lead_Gen,16506,364,0.0221,12,0.033,1.877,683.23,2507.45,3.67
2025-01-22,YouTube_Ads,Retargeting,16766,342,0.0204,19,0.0556,2.075,709.65,2597.32,3.66
2025-01-22,YouTube_Ads,Product_Launch,16211,348,0.0215,10,0.0287,1.787,621.88,2332.05,3.75
2025-01-22,YouTube_Ads,Seasonal_Promo,16590,348,0.021,15,0.0431,1.901,661.55,2599.89,3.93
2025-01-22,YouTube_Ads,Loyalty_Program,16430,394,0.024,24,0.0609,1.858,732.05,2650.02,3.62
2025-01-22,LinkedIn_Ads,Brand_Awareness,7840,155,0.0198,1,0.0065,2.011,311.71,1193.85,3.83
2025-01-22,LinkedIn_Ads,Lead_Gen,7679,153,0.0199,4,0.0261,1.709,261.48,996.24,3.81
2025-01-22,LinkedIn_Ads,Retargeting,7974,153,0.0192,8,0.0523,1.88,287.64,1047.01,3.64
2025-01-22,LinkedIn_Ads,Product_Launch,7845,142,0.0181,3,0.0211,1.998,283.72,1052.6,3.71
2025-01-22,LinkedIn_Ads,Seasonal_Promo,8029,154,0.0192,6,0.039,1.903,293.06,1066.74,3.64
2025-01-22,LinkedIn_Ads,Loyalty_Program,7488,149,0.0199,9,0.0604,1.841,274.31,1102.73,4.02
2025-01-23,Google_Ads,Brand_Awareness,12924,432,0.0334,4,0.0093,1.959,846.29,3266.68,3.86
2025-01-23,Google_Ads,Lead_Gen,13513,411,0.0304,14,0.0341,1.966,808.03,3199.8,3.96
2025-01-23,Google_Ads,Retargeting,13560,416,0.0307,23,0.0553,2.081,865.7,3229.06,3.73
2025-01-23,Google_Ads,Product_Launch,13838,417,0.0301,12,0.0288,1.881,784.38,2996.33,3.82
2025-01-23,Google_Ads,Seasonal_Promo,13146,417,0.0317,19,0.0456,1.987,828.58,3297.75,3.98
2025-01-23,Google_Ads,Loyalty_Program,13951,432,0.031,27,0.0625,1.997,862.7,3338.65,3.87
2025-01-23,Meta_Ads,Brand_Awareness,18844,466,0.0247,5,0.0107,1.777,828.08,3097.02,3.74
2025-01-23,Meta_Ads,Lead_Gen,19766,493,0.0249,18,0.0365,1.668,822.32,3091.92,3.76
2025-01-23,Meta_Ads,Retargeting,19757,460,0.0233,25,0.0543,1.767,812.82,3056.2,3.76
2025-01-23,Meta_Ads,Product_Launch,20201,516,0.0255,12,0.0233,1.899,979.88,3792.14,3.87
2025-01-23,Meta_Ads,Seasonal_Promo,19543,487,0.0249,20,0.0411,2.004,975.95,3845.24,3.94
2025-01-23,Meta_Ads,Loyalty_Program,18889,493,0.0261,32,0.0649,1.889,931.28,3631.99,3.9
2025-01-23,Email,Brand_Awareness,6394,1154,0.1805,13,0.0113,1.629,1879.87,7011.92,3.73
2025-01-23,Email,Lead_Gen,6268,1096,0.1749,43,0.0392,1.872,2051.71,7632.36,3.72
2025-01-23,Email,Retargeting,6274,1151,0.1835,66,0.0573,1.732,1993.53,7495.67,3.76
2025-01-23,Email,Product_Launch,6511,1078,0.1656,32,0.0297,1.806,1946.87,7261.83,3.73
2025-01-23,Email,Seasonal_Promo,6284,1153,0.1835,53,0.046,1.824,2103.07,7865.48,3.74
2025-01-23,Email,Loyalty_Program,6691,1125,0.1681,83,0.0738,1.872,2106.0,8466.12,4.02
2025-01-23,SEO_Organic,Brand_Awareness,10516,472,0.0449,5,0.0106,1.792,845.82,3180.28,3.76
2025-01-23,SEO_Organic,Lead_Gen,10588,468,0.0442,16,0.0342,1.794,839.59,3291.19,3.92
2025-01-23,SEO_Organic,Retargeting,10621,459,0.0432,24,0.0523,1.869,857.87,3354.27,3.91
2025-01-23,SEO_Organic,Product_Launch,10651,447,0.042,12,0.0268,1.806,807.28,3003.08,3.72
2025-01-23,SEO_Organic,Seasonal_Promo,10770,443,0.0411,17,0.0384,1.793,794.3,3026.28,3.81
2025-01-23,SEO_Organic,Loyalty_Program,10508,472,0.0449,32,0.0678,1.702,803.34,3108.93,3.87
2025-01-23,Affiliate,Brand_Awareness,5313,152,0.0286,1,0.0066,1.871,284.39,1077.84,3.79
2025-01-23,Affiliate,Lead_Gen,5542,142,0.0256,5,0.0352,1.729,245.52,940.34,3.83
2025-01-23,Affiliate,Retargeting,5492,157,0.0286,7,0.0446,1.954,306.78,1190.31,3.88
2025-01-23,Affiliate,Product_Launch,5151,153,0.0297,4,0.0261,1.858,284.27,1026.21,3.61
2025-01-23,Affiliate,Seasonal_Promo,5491,142,0.0259,6,0.0423,1.864,264.69,1027.0,3.88
2025-01-23,Affiliate,Loyalty_Program,5274,147,0.0279,9,0.0612,1.982,291.35,1162.49,3.99
2025-01-23,TikTok_Ads,Brand_Awareness,22463,901,0.0401,9,0.01,1.924,1733.52,6396.69,3.69
2025-01-23,TikTok_Ads,Lead_Gen,22946,868,0.0378,30,0.0346,1.895,1644.86,6332.71,3.85
2025-01-23,TikTok_Ads,Retargeting,23379,855,0.0366,50,0.0585,1.879,1606.55,6233.41,3.88
2025-01-23,TikTok_Ads,Product_Launch,22965,834,0.0363,24,0.0288,2.017,1682.18,6308.18,3.75
2025-01-23,TikTok_Ads,Seasonal_Promo,23238,864,0.0372,41,0.0475,1.738,1501.63,5390.85,3.59
2025-01-23,TikTok_Ads,Loyalty_Program,23786,832,0.035,61,0.0733,1.888,1570.82,6063.37,3.86
2025-01-23,YouTube_Ads,Brand_Awareness,16493,356,0.0216,4,0.0112,1.869,665.36,2428.56,3.65
2025-01-23,YouTube_Ads,Lead_Gen,16543,373,0.0225,13,0.0349,1.877,700.12,2681.46,3.83
2025-01-23,YouTube_Ads,Retargeting,16316,356,0.0218,20,0.0562,1.848,657.89,2480.25,3.77
2025-01-23,YouTube_Ads,Product_Launch,15898,348,0.0219,10,0.0287,1.944,676.51,2462.5,3.64
2025-01-23,YouTube_Ads,Seasonal_Promo,16522,350,0.0212,15,0.0429,1.957,684.95,2671.31,3.9
2025-01-23,YouTube_Ads,Loyalty_Program,16687,378,0.0227,22,0.0582,1.734,655.45,2385.84,3.64
2025-01-23,LinkedIn_Ads,Brand_Awareness,7811,137,0.0175,1,0.0073,1.815,248.66,952.37,3.83
2025-01-23,LinkedIn_Ads,Lead_Gen,7979,148,0.0185,5,0.0338,1.915,283.42,1042.99,3.68
2025-01-23,LinkedIn_Ads,Retargeting,7785,138,0.0177,7,0.0507,1.758,242.6,914.6,3.77
2025-01-23,LinkedIn_Ads,Product_Launch,7690,147,0.0191,3,0.0204,1.945,285.92,1103.65,3.86
2025-01-23,LinkedIn_Ads,Seasonal_Promo,7943,149,0.0188,5,0.0336,1.791,266.86,979.38,3.67
2025-01-23,LinkedIn_Ads,Loyalty_Program,7756,149,0.0192,10,0.0671,1.958,291.74,1059.02,3.63
2025-01-24,Google_Ads,Brand_Awareness,13605,436,0.032,4,0.0092,1.954,851.94,3237.37,3.8
2025-01-24,Google_Ads,Lead_Gen,12955,430,0.0332,14,0.0326,1.857,798.51,2978.44,3.73
2025-01-24,Google_Ads,Retargeting,13193,437,0.0331,23,0.0526,1.869,816.75,3070.98,3.76
2025-01-24,Google_Ads,Product_Launch,13017,415,0.0319,10,0.0241,1.876,778.54,2810.53,3.61
2025-01-24,Google_Ads,Seasonal_Promo,13422,434,0.0323,18,0.0415,1.76,763.84,2887.32,3.78
2025-01-24,Google_Ads,Loyalty_Program,13909,454,0.0326,29,0.0639,1.9,862.6,3139.86,3.64
2025-01-24,Meta_Ads,Brand_Awareness,19614,480,0.0245,5,0.0104,1.734,832.32,3096.23,3.72
2025-01-24,Meta_Ads,Lead_Gen,19356,485,0.0251,17,0.0351,1.795,870.57,3090.52,3.55
2025-01-24,Meta_Ads,Retargeting,20184,525,0.026,27,0.0514,1.722,904.05,3308.82,3.66
2025-01-24,Meta_Ads,Product_Launch,19685,506,0.0257,12,0.0237,1.837,929.52,3550.77,3.82
2025-01-24,Meta_Ads,Seasonal_Promo,19762,476,0.0241,18,0.0378,1.904,906.3,3570.82,3.94
2025-01-24,Meta_Ads,Loyalty_Program,19355,487,0.0252,30,0.0616,1.779,866.37,3370.18,3.89
2025-01-24,Email,Brand_Awareness,6426,1165,0.1813,14,0.012,1.722,2006.13,7362.5,3.67
2025-01-24,Email,Lead_Gen,6394,1120,0.1752,41,0.0366,1.808,2024.96,7269.61,3.59
2025-01-24,Email,Retargeting,6372,1146,0.1798,66,0.0576,1.849,2118.95,8094.39,3.82
2025-01-24,Email,Product_Launch,6428,1143,0.1778,30,0.0262,1.873,2140.84,7921.11,3.7
2025-01-24,Email,Seasonal_Promo,6625,1200,0.1811,49,0.0408,1.891,2269.2,8373.35,3.69
2025-01-24,Email,Loyalty_Program,6189,1138,0.1839,75,0.0659,1.893,2154.23,8293.79,3.85
2025-01-24,SEO_Organic,Brand_Awareness,10556,457,0.0433,5,0.0109,1.989,908.97,3499.53,3.85
2025-01-24,SEO_Organic,Lead_Gen,10283,466,0.0453,16,0.0343,1.821,848.59,3267.07,3.85
2025-01-24,SEO_Organic,Retargeting,10936,472,0.0432,26,0.0551,1.672,789.18,2880.51,3.65
2025-01-24,SEO_Organic,Product_Launch,10670,472,0.0442,9,0.0191,1.956,923.23,3692.92,4.0
2025-01-24,SEO_Organic,Seasonal_Promo,9911,486,0.049,16,0.0329,1.963,954.02,3596.66,3.77
2025-01-24,SEO_Organic,Loyalty_Program,9795,472,0.0482,32,0.0678,1.904,898.69,3406.04,3.79
2025-01-24,Affiliate,Brand_Awareness,5299,139,0.0262,1,0.0072,2.041,283.7,1109.27,3.91
2025-01-24,Affiliate,Lead_Gen,5107,143,0.028,5,0.035,1.681,240.38,906.23,3.77
2025-01-24,Affiliate,Retargeting,5437,143,0.0263,8,0.0559,1.923,274.99,998.21,3.63
2025-01-24,Affiliate,Product_Launch,5355,140,0.0261,4,0.0286,1.884,263.76,999.65,3.79
2025-01-24,Affiliate,Seasonal_Promo,5412,150,0.0277,6,0.04,1.895,284.25,1114.26,3.92
2025-01-24,Affiliate,Loyalty_Program,5348,152,0.0284,9,0.0592,1.82,276.64,1040.17,3.76
2025-01-24,TikTok_Ads,Brand_Awareness,23000,903,0.0393,10,0.0111,1.799,1624.5,6124.36,3.77
2025-01-24,TikTok_Ads,Lead_Gen,23039,837,0.0363,31,0.037,1.886,1578.58,6156.46,3.9
2025-01-24,TikTok_Ads,Retargeting,23093,947,0.041,47,0.0496,1.799,1703.65,6133.14,3.6
2025-01-24,TikTok_Ads,Product_Launch,22402,924,0.0412,26,0.0281,1.95,1801.8,6504.5,3.61
2025-01-24,TikTok_Ads,Seasonal_Promo,24345,880,0.0361,36,0.0409,1.976,1738.88,6555.58,3.77
2025-01-24,TikTok_Ads,Loyalty_Program,24709,894,0.0362,56,0.0626,1.771,1583.27,5541.44,3.5
2025-01-24,YouTube_Ads,Brand_Awareness,16182,371,0.0229,4,0.0108,1.884,698.96,2544.21,3.64
2025-01-24,YouTube_Ads,Lead_Gen,16445,375,0.0228,12,0.032,1.858,696.75,2515.27,3.61
2025-01-24,YouTube_Ads,Retargeting,16765,323,0.0193,20,0.0619,2.125,686.38,2429.79,3.54
2025-01-24,YouTube_Ads,Product_Launch,16210,358,0.0221,9,0.0251,1.958,700.96,2684.68,3.83
2025-01-24,YouTube_Ads,Seasonal_Promo,16324,364,0.0223,15,0.0412,2.123,772.77,2944.25,3.81
2025-01-24,YouTube_Ads,Loyalty_Program,16452,336,0.0204,22,0.0655,1.937,650.83,2316.95,3.56
2025-01-24,LinkedIn_Ads,Brand_Awareness,7462,148,0.0198,1,0.0068,1.872,277.06,1022.35,3.69
2025-01-24,LinkedIn_Ads,Lead_Gen,7566,153,0.0202,5,0.0327,1.682,257.35,1008.81,3.92
2025-01-24,LinkedIn_Ads,Retargeting,8020,154,0.0192,8,0.0519,1.892,291.37,1115.95,3.83
2025-01-24,LinkedIn_Ads,Product_Launch,8024,141,0.0176,3,0.0213,1.861,262.4,994.5,3.79
2025-01-24,LinkedIn_Ads,Seasonal_Promo,7940,151,0.019,6,0.0397,1.955,295.2,1068.62,3.62
2025-01-24,LinkedIn_Ads,Loyalty_Program,7875,145,0.0184,9,0.0621,1.912,277.24,917.66,3.31
2025-01-25,Google_Ads,Brand_Awareness,14140,435,0.0308,4,0.0092,2.056,894.36,3371.74,3.77
2025-01-25,Google_Ads,Lead_Gen,13436,417,0.031,16,0.0384,1.868,778.96,2921.1,3.75
2025-01-25,Google_Ads,Retargeting,13781,436,0.0316,23,0.0528,1.957,853.25,3455.66,4.05
2025-01-25,Google_Ads,Product_Launch,13479,429,0.0318,12,0.028,1.949,836.12,3085.28,3.69
2025-01-25,Google_Ads,Seasonal_Promo,13296,407,0.0306,16,0.0393,1.825,742.77,2807.67,3.78
2025-01-25,Google_Ads,Loyalty_Program,13940,437,0.0313,26,0.0595,1.799,786.16,3113.19,3.96
2025-01-25,Meta_Ads,Brand_Awareness,19799,483,0.0244,5,0.0104,1.898,916.73,3318.56,3.62
2025-01-25,Meta_Ads,Lead_Gen,19459,517,0.0266,17,0.0329,1.777,918.71,3472.72,3.78
2025-01-25,Meta_Ads,Retargeting,19221,462,0.024,27,0.0584,1.951,901.36,3353.06,3.72
2025-01-25,Meta_Ads,Product_Launch,19276,469,0.0243,13,0.0277,1.796,842.32,3082.89,3.66
2025-01-25,Meta_Ads,Seasonal_Promo,20233,488,0.0241,20,0.041,1.929,941.35,3671.26,3.9
2025-01-25,Meta_Ads,Loyalty_Program,19197,485,0.0253,30,0.0619,1.901,921.99,3503.56,3.8
2025-01-25,Email,Brand_Awareness,6305,1096,0.1738,13,0.0119,1.803,1976.09,6916.31,3.5
2025-01-25,Email,Lead_Gen,6447,1177,0.1826,46,0.0391,1.788,2104.48,7681.35,3.65
2025-01-25,Email,Retargeting,6190,1148,0.1855,63,0.0549,1.733,1989.48,7440.66,3.74
2025-01-25,Email,Product_Launch,6078,1184,0.1948,30,0.0253,1.843,2182.11,7768.31,3.56
2025-01-25,Email,Seasonal_Promo,6271,1137,0.1813,48,0.0422,1.9,2160.3,8403.57,3.89
2025-01-25,Email,Loyalty_Program,6497,1184,0.1822,81,0.0684,1.925,2279.2,8615.38,3.78
2025-01-25,SEO_Organic,Brand_Awareness,10577,483,0.0457,5,0.0104,1.713,827.38,3011.66,3.64
2025-01-25,SEO_Organic,Lead_Gen,10311,480,0.0466,16,0.0333,1.925,924.0,3659.04,3.96
2025-01-25,SEO_Organic,Retargeting,10614,488,0.046,23,0.0471,1.879,916.95,3328.53,3.63
2025-01-25,SEO_Organic,Product_Launch,9987,462,0.0463,13,0.0281,1.936,894.43,3586.66,4.01
2025-01-25,SEO_Organic,Seasonal_Promo,10429,500,0.0479,19,0.038,1.875,937.5,3375.0,3.6
2025-01-25,SEO_Organic,Loyalty_Program,10625,457,0.043,28,0.0613,1.99,909.43,3519.49,3.87
2025-01-25,Affiliate,Brand_Awareness,5519,147,0.0266,1,0.0068,1.865,274.15,1058.22,3.86
2025-01-25,Affiliate,Lead_Gen,5597,152,0.0272,5,0.0329,1.918,291.54,1090.36,3.74
2025-01-25,Affiliate,Retargeting,5500,159,0.0289,9,0.0566,1.979,314.66,1167.39,3.71
2025-01-25,Affiliate,Product_Launch,5349,153,0.0286,4,0.0261,1.924,294.37,1127.44,3.83
2025-01-25,Affiliate,Seasonal_Promo,5366,147,0.0274,6,0.0408,1.881,276.51,1108.81,4.01
2025-01-25,Affiliate,Loyalty_Program,5328,151,0.0283,9,0.0596,1.953,294.9,1141.26,3.87
2025-01-25,TikTok_Ads,Brand_Awareness,24230,897,0.037,11,0.0123,1.813,1626.26,6309.89,3.88
2025-01-25,TikTok_Ads,Lead_Gen,23498,888,0.0378,31,0.0349,1.907,1693.42,6350.33,3.75
2025-01-25,TikTok_Ads,Retargeting,23250,941,0.0405,56,0.0595,1.767,1662.75,5936.02,3.57
2025-01-25,TikTok_Ads,Product_Launch,22828,877,0.0384,26,0.0296,1.949,1709.27,6409.76,3.75
2025-01-25,TikTok_Ads,Seasonal_Promo,23639,869,0.0368,36,0.0414,1.835,1594.62,5549.28,3.48
2025-01-25,TikTok_Ads,Loyalty_Program,22806,854,0.0374,60,0.0703,1.852,1581.61,6041.75,3.82
2025-01-25,YouTube_Ads,Brand_Awareness,15601,341,0.0219,4,0.0117,1.62,552.42,2176.53,3.94
2025-01-25,YouTube_Ads,Lead_Gen,15677,373,0.0238,11,0.0295,1.942,724.37,2991.65,4.13
2025-01-25,YouTube_Ads,Retargeting,15554,370,0.0238,17,0.0459,1.924,711.88,2641.07,3.71
2025-01-25,YouTube_Ads,Product_Launch,16351,347,0.0212,10,0.0288,1.718,596.15,2342.87,3.93
2025-01-25,YouTube_Ads,Seasonal_Promo,16109,340,0.0211,16,0.0471,1.817,617.78,2495.83,4.04
2025-01-25,YouTube_Ads,Loyalty_Program,16854,347,0.0206,23,0.0663,1.839,638.13,2507.85,3.93
2025-01-25,LinkedIn_Ads,Brand_Awareness,7938,149,0.0188,1,0.0067,1.863,277.59,1082.6,3.9
2025-01-25,LinkedIn_Ads,Lead_Gen,7914,149,0.0188,5,0.0336,1.796,267.6,963.36,3.6
2025-01-25,LinkedIn_Ads,Retargeting,7737,156,0.0202,8,0.0513,1.897,295.93,1020.96,3.45
2025-01-25,LinkedIn_Ads,Product_Launch,7968,149,0.0187,4,0.0268,1.946,289.95,1084.41,3.74
2025-01-25,LinkedIn_Ads,Seasonal_Promo,7482,154,0.0206,6,0.039,1.819,280.13,1008.47,3.6
2025-01-25,LinkedIn_Ads,Loyalty_Program,7558,150,0.0198,10,0.0667,1.901,285.15,1020.84,3.58
2025-01-26,Google_Ads,Brand_Awareness,13465,426,0.0316,5,0.0117,1.931,822.61,2821.55,3.43
2025-01-26,Google_Ads,Lead_Gen,13565,410,0.0302,13,0.0317,1.86,762.6,2882.63,3.78
2025-01-26,Google_Ads,Retargeting,12912,438,0.0339,24,0.0548,1.857,813.37,2928.13,3.6
2025-01-26,Google_Ads,Product_Launch,13072,442,0.0338,11,0.0249,1.925,850.85,3190.69,3.75
2025-01-26,Google_Ads,Seasonal_Promo,13352,404,0.0303,17,0.0421,1.932,780.53,2817.71,3.61
2025-01-26,Google_Ads,Loyalty_Program,13548,431,0.0318,26,0.0603,1.95,840.45,2924.77,3.48
2025-01-26,Meta_Ads,Brand_Awareness,19446,508,0.0261,6,0.0118,1.829,929.13,3447.07,3.71
2025-01-26,Meta_Ads,Lead_Gen,18996,476,0.0251,17,0.0357,1.774,844.42,3234.13,3.83
2025-01-26,Meta_Ads,Retargeting,20418,484,0.0237,24,0.0496,1.72,832.48,3213.37,3.86
2025-01-26,Meta_Ads,Product_Launch,19422,498,0.0256,13,0.0261,1.927,959.65,3617.88,3.77
2025-01-26,Meta_Ads,Seasonal_Promo,19030,475,0.025,18,0.0379,2.033,965.67,3650.23,3.78
2025-01-26,Meta_Ads,Loyalty_Program,19702,472,0.024,29,0.0614,1.837,867.06,3381.53,3.9
2025-01-26,Email,Brand_Awareness,6284,1114,0.1773,13,0.0117,1.871,2084.29,8232.95,3.95
2025-01-26,Email,Lead_Gen,6424,1165,0.1814,41,0.0352,1.717,2000.31,7201.12,3.6
2025-01-26,Email,Retargeting,6194,1089,0.1758,65,0.0597,1.839,2002.67,7550.07,3.77
2025-01-26,Email,Product_Launch,5984,1225,0.2047,30,0.0245,2.038,2496.55,8887.72,3.56
2025-01-26,Email,Seasonal_Promo,6235,1061,0.1702,49,0.0462,1.749,1855.69,6606.26,3.56
2025-01-26,Email,Loyalty_Program,6172,1177,0.1907,78,0.0663,2.042,2403.43,8892.69,3.7
2025-01-26,SEO_Organic,Brand_Awareness,10391,448,0.0431,5,0.0112,1.802,807.3,3075.81,3.81
2025-01-26,SEO_Organic,Lead_Gen,10616,483,0.0455,15,0.0311,1.912,923.5,3490.83,3.78
2025-01-26,SEO_Organic,Retargeting,10248,458,0.0447,24,0.0524,1.999,915.54,3433.27,3.75
2025-01-26,SEO_Organic,Product_Launch,10420,462,0.0443,14,0.0303,2.016,931.39,3408.89,3.66
2025-01-26,SEO_Organic,Seasonal_Promo,10322,461,0.0447,19,0.0412,1.805,832.11,3186.98,3.83
2025-01-26,SEO_Organic,Loyalty_Program,10707,444,0.0415,28,0.0631,1.823,809.41,2962.44,3.66
2025-01-26,Affiliate,Brand_Awareness,5642,154,0.0273,1,0.0065,1.845,284.13,1059.8,3.73
2025-01-26,Affiliate,Lead_Gen,5181,155,0.0299,5,0.0323,1.955,303.03,1133.33,3.74
2025-01-26,Affiliate,Retargeting,5360,151,0.0282,8,0.053,1.725,260.48,989.82,3.8
2025-01-26,Affiliate,Product_Launch,5377,145,0.027,3,0.0207,1.87,271.15,1073.75,3.96
2025-01-26,Affiliate,Seasonal_Promo,5594,151,0.027,7,0.0464,1.863,281.31,1099.92,3.91
2025-01-26,Affiliate,Loyalty_Program,5298,148,0.0279,9,0.0608,1.683,249.08,961.45,3.86
2025-01-26,TikTok_Ads,Brand_Awareness,22951,867,0.0378,9,0.0104,1.808,1567.54,6332.86,4.04
2025-01-26,TikTok_Ads,Lead_Gen,24492,837,0.0342,30,0.0358,1.766,1478.14,5794.31,3.92
2025-01-26,TikTok_Ads,Retargeting,23539,875,0.0372,48,0.0549,1.838,1608.25,6336.51,3.94
2025-01-26,TikTok_Ads,Product_Launch,23654,899,0.038,20,0.0222,1.886,1695.51,6782.04,4.0
2025-01-26,TikTok_Ads,Seasonal_Promo,24078,834,0.0346,36,0.0432,1.721,1435.31,5597.71,3.9
2025-01-26,TikTok_Ads,Loyalty_Program,23601,864,0.0366,57,0.066,1.582,1366.85,4920.66,3.6
2025-01-26,YouTube_Ads,Brand_Awareness,16299,368,0.0226,3,0.0082,1.846,679.33,2656.18,3.91
2025-01-26,YouTube_Ads,Lead_Gen,15816,366,0.0231,12,0.0328,2.006,734.2,2701.86,3.68
2025-01-26,YouTube_Ads,Retargeting,16365,372,0.0227,18,0.0484,1.863,693.04,2550.39,3.68
2025-01-26,YouTube_Ads,Product_Launch,16249,367,0.0226,10,0.0272,1.786,655.46,2484.19,3.79
2025-01-26,YouTube_Ads,Seasonal_Promo,16835,347,0.0206,15,0.0432,1.805,626.33,2367.53,3.78
2025-01-26,YouTube_Ads,Loyalty_Program,15736,373,0.0237,22,0.059,1.925,718.02,2620.77,3.65
2025-01-26,LinkedIn_Ads,Brand_Awareness,7743,154,0.0199,1,0.0065,1.888,290.75,1113.57,3.83
2025-01-26,LinkedIn_Ads,Lead_Gen,7859,151,0.0192,5,0.0331,1.932,291.73,1076.48,3.69
2025-01-26,LinkedIn_Ads,Retargeting,8154,147,0.018,8,0.0544,1.902,279.59,1054.05,3.77
2025-01-26,LinkedIn_Ads,Product_Launch,7809,149,0.0191,4,0.0268,1.867,278.18,1054.3,3.79
2025-01-26,LinkedIn_Ads,Seasonal_Promo,7871,153,0.0194,6,0.0392,2.016,308.45,1144.35,3.71
2025-01-26,LinkedIn_Ads,Loyalty_Program,7787,148,0.019,8,0.0541,1.785,264.18,974.82,3.69
2025-01-27,Google_Ads,Brand_Awareness,13746,427,0.0311,4,0.0094,1.989,849.3,3414.19,4.02
2025-01-27,Google_Ads,Lead_Gen,13787,412,0.0299,14,0.034,2.051,845.01,3177.24,3.76
2025-01-27,Google_Ads,Retargeting,13331,438,0.0329,24,0.0548,1.799,787.96,2954.85,3.75
2025-01-27,Google_Ads,Product_Launch,13670,411,0.0301,12,0.0292,1.712,703.63,2561.21,3.64
2025-01-27,Google_Ads,Seasonal_Promo,13208,435,0.0329,17,0.0391,1.813,788.65,2988.98,3.79
2025-01-27,Google_Ads,Loyalty_Program,13040,436,0.0334,29,0.0665,1.861,811.4,3042.75,3.75
2025-01-27,Meta_Ads,Brand_Awareness,19458,451,0.0232,5,0.0111,2.081,938.53,3500.72,3.73
2025-01-27,Meta_Ads,Lead_Gen,19229,493,0.0256,18,0.0365,1.941,956.91,3301.34,3.45
2025-01-27,Meta_Ads,Retargeting,19696,527,0.0268,27,0.0512,1.738,915.93,3480.53,3.8
2025-01-27,Meta_Ads,Product_Launch,18859,504,0.0267,12,0.0238,1.856,935.42,3442.35,3.68
2025-01-27,Meta_Ads,Seasonal_Promo,19116,504,0.0264,20,0.0397,1.794,904.18,3291.22,3.64
2025-01-27,Meta_Ads,Loyalty_Program,18501,460,0.0249,31,0.0674,1.953,898.38,3306.04,3.68
2025-01-27,Email,Brand_Awareness,6611,1120,0.1694,13,0.0116,1.719,1925.28,7450.83,3.87
2025-01-27,Email,Lead_Gen,6690,1074,0.1605,39,0.0363,1.943,2086.78,7366.33,3.53
2025-01-27,Email,Retargeting,6450,1186,0.1839,63,0.0531,1.864,2210.7,8820.69,3.99
2025-01-27,Email,Product_Launch,6675,1147,0.1718,31,0.027,1.76,2018.72,7812.45,3.87
2025-01-27,Email,Seasonal_Promo,6148,1138,0.1851,48,0.0422,1.806,2055.23,7686.56,3.74
2025-01-27,Email,Loyalty_Program,6779,1142,0.1685,72,0.063,1.967,2246.31,8580.9,3.82
2025-01-27,SEO_Organic,Brand_Awareness,10679,469,0.0439,5,0.0107,1.681,788.39,2790.9,3.54
2025-01-27,SEO_Organic,Lead_Gen,9941,474,0.0477,15,0.0316,1.936,917.66,3477.93,3.79
2025-01-27,SEO_Organic,Retargeting,10267,456,0.0444,26,0.057,1.756,800.74,2866.65,3.58
2025-01-27,SEO_Organic,Product_Launch,10661,472,0.0443,12,0.0254,1.953,921.82,3466.04,3.76
2025-01-27,SEO_Organic,Seasonal_Promo,10478,452,0.0431,21,0.0465,1.817,821.28,3260.48,3.97
2025-01-27,SEO_Organic,Loyalty_Program,10314,477,0.0462,31,0.065,1.978,943.51,3406.07,3.61
2025-01-27,Affiliate,Brand_Awareness,5511,158,0.0287,1,0.0063,1.874,296.09,1095.53,3.7
2025-01-27,Affiliate,Lead_Gen,5334,159,0.0298,4,0.0252,1.743,277.14,1103.02,3.98
2025-01-27,Affiliate,Retargeting,5470,162,0.0296,8,0.0494,1.877,304.07,1100.73,3.62
2025-01-27,Affiliate,Product_Launch,5399,141,0.0261,4,0.0284,1.914,269.87,1014.71,3.76
2025-01-27,Affiliate,Seasonal_Promo,5305,144,0.0271,6,0.0417,1.754,252.58,972.43,3.85
2025-01-27,Affiliate,Loyalty_Program,5649,158,0.028,8,0.0506,1.831,289.3,1081.98,3.74
2025-01-27,TikTok_Ads,Brand_Awareness,23274,849,0.0365,10,0.0118,1.827,1551.12,6297.55,4.06
2025-01-27,TikTok_Ads,Lead_Gen,23181,921,0.0397,28,0.0304,1.767,1627.41,6314.35,3.88
