date,department,headcount,new_hires,terminations,absences,overtime_hours,training_hours,avg_performance_score,avg_salary_usd,engagement_score
10/29/2017,Finance,29,1,0,3,4,0.9,3.19,79459.71,0.692
10/30/2017,Finance,29,0,1,1,4.6,0.6,3.05,80747.12,0.767
10/31/2017,Finance,29,0,0,1,1.9,0.2,3.47,81947.62,0.732
11/1/2017,Finance,29,1,0,2,0.9,2.4,3.1,81585.62,0.792
11/2/2017,Finance,30,1,0,3,0.2,1.1,3.06,79756.8,0.802
11/3/2017,Finance,29,0,1,2,1.5,0.2,3.39,79944.27,0.713
11/4/2017,Finance,29,0,0,1,1.5,0.7,3.79,82586.25,0.694
11/5/2017,Finance,30,1,0,3,0,0.1,3.52,79848.95,0.704
11/6/2017,Finance,29,0,0,2,5,0.1,3.31,81061.47,0.787
11/7/2017,Finance,30,0,0,2,1.6,1.5,3.59,81056.79,0.687
11/8/2017,Finance,29,1,0,0,0.9,0.4,2.89,82531.38,0.714
11/9/2017,Finance,29,0,0,1,0.1,1.1,3.2,77103.76,0.699
11/10/2017,Finance,29,0,0,1,1,0.2,3.25,80181.43,0.767
11/11/2017,Finance,28,0,0,1,4.7,0,3.42,79281.47,0.803
11/12/2017,Finance,29,0,0,2,0.8,1.4,3.05,80136.84,0.709
11/13/2017,Finance,29,1,0,1,0.1,1.5,3.37,80872.88,0.701
11/14/2017,Finance,29,1,0,1,0.9,0,3.4,80941.75,0.801
11/15/2017,Finance,29,0,0,4,2.4,0.2,3.47,79913.23,0.738
11/16/2017,Finance,30,0,0,1,1.5,0.5,3.71,79541.17,0.693
11/17/2017,Finance,29,0,0,2,0.5,3.8,3.76,84081.7,0.769
11/18/2017,Finance,29,0,0,2,4.8,0.6,3.5,78836.35,0.684
11/19/2017,Finance,28,1,0,0,1.1,1.8,3.28,83710.6,0.684
11/20/2017,Finance,28,0,1,1,0.9,0.8,3.32,79673.32,0.702
11/21/2017,Finance,30,0,0,0,0.9,0.7,3.38,81087.58,0.707
11/22/2017,Finance,29,1,0,0,2.6,2.5,3.37,79970.4,0.664
11/23/2017,Finance,30,0,0,1,3.4,2.1,3.23,79170.56,0.779
11/24/2017,Finance,30,2,0,3,0.1,1.5,3.01,78242.08,0.715
11/25/2017,Finance,29,0,0,1,4.6,1.3,3.63,80453.8,0.682
11/26/2017,Finance,29,0,0,1,3.1,1.8,3.12,80327.81,0.802
11/27/2017,Finance,28,1,0,1,1.4,0.5,3.45,80508.59,0.657
11/28/2017,Finance,30,1,0,0,3.3,1.7,3.52,79684.06,0.64
11/29/2017,Finance,28,0,0,1,7.8,0.4,3.6,83497.49,0.656
11/30/2017,Finance,29,0,0,1,9.4,0.2,3.39,81296.59,0.733
12/1/2017,Finance,30,0,1,2,0.4,0.1,3.25,81035.08,0.687
12/2/2017,Finance,27,2,1,2,4.4,0.3,3.35,78225.63,0.796
12/3/2017,Finance,32,0,0,2,4.2,2.6,3.1,79896.8,0.715
12/4/2017,Finance,30,0,0,1,2.7,0.8,3.39,81941.98,0.694
12/5/2017,Finance,30,1,0,2,1.6,1.1,3.16,82391.52,0.77
12/6/2017,Finance,29,1,0,0,2.9,0.1,3.56,79216.95,0.723
12/7/2017,Finance,30,0,0,0,0.5,0.8,3.39,80720.89,0.76
12/8/2017,Finance,30,1,1,2,0.3,0.2,3.49,81437.48,0.687
12/9/2017,Finance,29,1,0,1,2.5,2.5,3.41,80767.28,0.635
12/10/2017,Finance,29,0,0,2,2.4,0.6,3.43,79202.96,0.699
12/11/2017,Finance,30,0,1,4,0.2,0.2,3.67,82074.23,0.627
12/12/2017,Finance,29,0,0,1,0.5,2.3,3.3,82559.48,0.713
12/13/2017,Finance,28,0,0,2,1.7,0.7,3.37,80704.54,0.686
12/14/2017,Finance,28,0,0,0,3.8,0.6,3.58,81486.4,0.673
12/15/2017,Finance,31,0,0,1,1.6,3.7,3.16,80474.11,0.692
12/16/2017,Finance,30,0,0,3,0.6,1.9,3.41,82657.59,0.743
12/17/2017,Finance,30,1,1,3,1.2,1.4,3.38,78556.54,0.694
12/18/2017,Finance,30,0,0,2,1.7,0.5,3.54,83230.43,0.769
12/19/2017,Finance,30,0,0,1,1.3,0.6,3.68,80771.79,0.74
12/20/2017,Finance,29,0,0,1,0.8,0.2,3.39,79651.23,0.729
12/21/2017,Finance,30,1,0,1,1.1,0.1,3.5,80327.9,0.711
12/22/2017,Finance,29,1,0,2,2,0.6,3.28,82708.73,0.737
12/23/2017,Finance,30,0,0,3,8.2,0.2,3.35,81444.59,0.713
12/24/2017,Finance,28,0,0,5,2.2,0.1,3.36,82115.4,0.732
12/25/2017,Finance,29,1,0,1,0,0.1,3.28,83285.39,0.721
12/26/2017,Finance,29,0,0,3,1.9,1.3,3.53,80760.35,0.664
12/27/2017,Finance,29,0,1,1,10.9,3.3,3.57,80142.26,0.805
12/28/2017,Finance,30,0,0,0,0.2,0.3,3.59,80179.82,0.659
12/29/2017,Finance,29,0,1,0,0,2.4,3.32,82392.15,0.716
12/30/2017,Finance,28,0,1,1,0.6,0.8,3.64,79037.47,0.715
12/31/2017,Finance,31,1,0,1,0.7,0,3.41,81542.29,0.646
1/1/2018,Finance,28,3,0,1,1.3,0.6,3.66,81269.67,0.734
1/2/2018,Finance,30,1,0,0,1.1,2,3.43,81467.58,0.74
1/3/2018,Finance,30,0,0,3,1.8,0.2,3.58,83105.74,0.738
1/4/2018,Finance,30,0,0,2,1.7,0.3,3.24,83065.23,0.714
1/5/2018,Finance,29,0,0,4,0.3,0.4,3.73,78441.41,0.735
1/6/2018,Finance,29,0,0,0,0.1,0,3.73,78651.72,0.818
1/7/2018,Finance,28,0,0,0,0.3,2,3.3,81831.73,0.698
1/8/2018,Finance,29,0,0,1,9.8,2.8,3.62,82085.85,0.807
1/9/2018,Finance,29,1,0,3,2,3.3,3.35,78704.74,0.699
1/10/2018,Finance,30,0,0,2,7.1,0.2,3.65,82564.73,0.664
1/11/2018,Finance,29,1,0,3,3.4,0.1,3.59,81243.19,0.679
1/12/2018,Finance,29,0,0,1,0.7,0.9,3.57,83497.54,0.77
1/13/2018,Finance,29,0,0,0,0.7,0,3.6,79619.74,0.72
1/14/2018,Finance,30,0,1,0,0.3,0.1,3.21,82491.45,0.722
1/15/2018,Finance,28,0,0,1,8.7,1.5,3.33,82036.3,0.658
1/16/2018,Finance,30,1,0,0,3.2,0.3,3.6,80758.58,0.811
1/17/2018,Finance,30,0,1,2,3.8,0.3,3.72,81185.82,0.813
1/18/2018,Finance,27,1,1,1,0.6,0.8,3.78,80553.5,0.685
1/19/2018,Finance,29,0,0,2,1.2,0.3,3.72,79804.57,0.695
1/20/2018,Finance,30,0,1,3,4.2,1,3.7,78540.15,0.749
1/21/2018,Finance,30,0,0,2,4.1,3.3,3.69,78855.19,0.604
1/22/2018,Finance,29,2,0,1,1.2,1.3,3.16,82581.12,0.747
1/23/2018,Finance,31,0,0,1,4,1,3.71,79861.17,0.771
1/24/2018,Finance,30,2,0,2,2.6,0.1,3.45,79904.9,0.696
1/25/2018,Finance,30,0,0,1,3,0.1,3.62,82097.48,0.626
1/26/2018,Finance,30,0,0,3,3.8,1,3.59,81417.5,0.718
1/27/2018,Finance,29,0,0,1,0.4,1.9,3.3,83292.27,0.675
1/28/2018,Finance,29,1,0,0,1.5,0.2,3.37,82699.44,0.788
1/29/2018,Finance,29,1,0,1,3.3,0.1,3.58,82458.3,0.691
1/30/2018,Finance,30,0,0,3,4.1,3.5,3.62,79819.57,0.687
1/31/2018,Finance,31,0,0,4,1.2,0,3.68,81690.8,0.77
2/1/2018,Finance,29,0,1,4,3.3,1.5,3.47,82224.04,0.67
2/2/2018,Finance,30,0,0,0,3,0.8,3.88,78922.8,0.798
2/3/2018,Finance,28,1,0,0,1.2,2.1,3.81,77950.14,0.725
2/4/2018,Finance,27,0,1,3,0.4,0.6,3.79,80476.75,0.757
2/5/2018,Finance,30,0,0,1,4.9,1.2,3.91,81284.55,0.716
2/6/2018,Finance,29,0,0,3,1.3,0.1,3.58,79926.81,0.731
2/7/2018,Finance,29,0,0,1,1.1,0.7,3.7,80432.68,0.7
2/8/2018,Finance,29,1,0,3,2.5,1.8,3.68,81401.54,0.73
2/9/2018,Finance,30,0,0,0,1.5,0.9,3.59,81126.1,0.708
2/10/2018,Finance,28,2,0,0,8.6,0.8,3.52,79596.29,0.754
2/11/2018,Finance,29,0,1,1,0.1,1.6,3.96,81605.53,0.717
2/12/2018,Finance,29,1,0,1,0.5,2.2,3.76,81874.49,0.776
2/13/2018,Finance,29,1,0,1,6,2.4,3.67,81805.05,0.802
2/14/2018,Finance,30,1,0,2,1.2,0.1,4.03,80426.56,0.787
2/15/2018,Finance,27,0,0,1,2.7,1.2,3.84,79985.11,0.713
2/16/2018,Finance,31,0,0,2,4.8,0.4,3.83,79298.63,0.712
2/17/2018,Finance,28,1,0,0,12,4.2,3.44,78683.76,0.758
2/18/2018,Finance,30,0,0,2,2.6,1.2,3.85,82778.16,0.731
2/19/2018,Finance,30,1,1,2,5.6,2.5,3.72,81155.46,0.579
2/20/2018,Finance,29,0,0,0,5.5,1.1,3.86,78793.27,0.657
2/21/2018,Finance,29,0,0,0,0.3,0.3,3.7,78567.13,0.727
2/22/2018,Finance,30,0,0,0,0.4,0.7,4.07,80042.8,0.691
2/23/2018,Finance,29,0,0,3,1.1,0.5,3.95,81443.82,0.687
2/24/2018,Finance,30,0,0,0,3.6,1.5,4.01,81723.7,0.725
2/25/2018,Finance,30,1,1,1,0.8,3.8,3.77,80574.59,0.661
2/26/2018,Finance,30,2,0,5,3.7,4.8,3.77,80229.8,0.732
2/27/2018,Finance,29,2,0,0,0.3,2.7,3.36,81740.81,0.732
2/28/2018,Finance,30,0,0,1,1.6,0.1,3.37,81064.69,0.731
3/1/2018,Finance,30,1,0,1,5.6,1.1,3.71,79351.08,0.63
3/2/2018,Finance,30,1,0,2,0.3,1.3,3.69,80725.99,0.672
3/3/2018,Finance,30,0,0,2,0.3,0.7,3.69,80382.63,0.796
3/4/2018,Finance,30,1,0,4,0.8,0.4,3.64,82421.59,0.721
3/5/2018,Finance,30,0,0,1,0.6,1,3.77,81910.96,0.656
3/6/2018,Finance,28,1,0,2,0.1,0.5,3.43,81120,0.762
3/7/2018,Finance,30,0,0,1,6.6,4.4,3.55,83349.95,0.719
3/8/2018,Finance,30,0,0,3,1.8,0,3.64,80510.98,0.767
3/9/2018,Finance,29,0,0,0,0.2,0.2,3.65,81541.61,0.748
3/10/2018,Finance,29,1,0,2,6.4,0.3,3.73,83352.81,0.677
3/11/2018,Finance,29,1,0,0,1.4,0.1,3.59,83208,0.803
3/12/2018,Finance,30,1,0,4,8,1.2,3.88,81462.4,0.663
3/13/2018,Finance,30,0,0,0,3,1.2,3.71,78902.27,0.72
3/14/2018,Finance,29,0,0,0,9.5,0.5,3.85,80910.41,0.645
3/15/2018,Finance,28,0,0,1,1.6,0,3.88,81949.04,0.67
3/16/2018,Finance,29,0,0,1,0.1,0.4,3.88,83271.02,0.743
3/17/2018,Finance,29,0,0,0,5.1,2.3,3.85,82562.71,0.694
3/18/2018,Finance,30,2,1,3,2.1,0.3,3.8,80171.14,0.721
3/19/2018,Finance,30,0,0,1,3,0.6,3.89,81288.7,0.779
3/20/2018,Finance,29,0,1,4,7.3,0.3,3.75,81961.89,0.744
3/21/2018,Finance,30,0,0,0,4.6,0.3,3.94,81703.3,0.713
3/22/2018,Finance,28,1,0,2,0.2,0.4,3.52,82820.58,0.771
3/23/2018,Finance,30,1,0,1,0.7,3.2,4.07,83175.24,0.752
3/24/2018,Finance,30,0,0,1,3,0.9,3.57,81537.69,0.725
3/25/2018,Finance,30,0,0,1,3.2,1.6,3.91,78985.85,0.738
3/26/2018,Finance,29,0,0,1,0.3,1,3.88,82889.18,0.611
3/27/2018,Finance,30,0,0,2,1.7,0.6,3.84,82549.79,0.684
3/28/2018,Finance,29,2,0,0,0.4,0.9,3.83,83114.45,0.668
3/29/2018,Finance,28,1,0,1,0.3,2,3.7,82571.35,0.765
3/30/2018,Finance,30,0,1,2,2.1,0.4,3.86,80415.32,0.751
3/31/2018,Finance,30,1,0,1,1.4,1.1,3.94,82730.03,0.702
4/1/2018,Finance,29,0,0,2,3,0.4,3.85,80075.17,0.639
4/2/2018,Finance,30,1,0,1,0.3,0.6,3.52,83830.82,0.786
4/3/2018,Finance,30,0,0,0,0.2,0.3,4.07,80434.06,0.71
4/4/2018,Finance,30,1,1,3,5.2,0.1,4.38,81476.76,0.691
4/5/2018,Finance,30,0,0,1,0.4,0.6,3.76,79548.35,0.734
4/6/2018,Finance,29,1,0,2,0.9,1.4,4.02,83369.07,0.72
4/7/2018,Finance,28,0,0,2,0.3,1.2,3.62,84118.18,0.664
4/8/2018,Finance,29,1,0,2,2.2,0.7,4.11,78750.62,0.757
4/9/2018,Finance,29,0,0,1,8.3,0.2,3.84,80554.63,0.788
4/10/2018,Finance,30,0,0,1,1.3,0.1,3.57,80530.36,0.629
4/11/2018,Finance,29,1,0,0,2.6,1.7,3.72,80059.3,0.684
4/12/2018,Finance,30,1,0,2,0.2,0.4,3.93,81904.18,0.746
4/13/2018,Finance,29,0,0,1,2.2,0.4,3.75,82270.9,0.795
4/14/2018,Finance,30,0,0,2,1.1,0.5,3.7,82504.86,0.713
4/15/2018,Finance,29,0,0,0,0.7,1.9,3.84,78349.5,0.773
4/16/2018,Finance,29,0,0,1,1.6,0.1,3.57,82140.21,0.684
4/17/2018,Finance,30,0,0,1,0.6,0.6,3.7,79128.36,0.683
4/18/2018,Finance,31,1,0,1,0.6,0.4,4.05,81479.46,0.784
4/19/2018,Finance,30,0,2,3,3.4,0.2,3.88,82865.79,0.708
4/20/2018,Finance,29,0,0,2,0,0.5,3.88,79638.03,0.665
4/21/2018,Finance,30,1,1,1,3.9,0.6,4.2,82056.02,0.649
4/22/2018,Finance,28,1,0,1,4,0.7,3.75,79496.13,0.757
4/23/2018,Finance,29,0,0,0,0.3,1.5,3.84,81043.27,0.715
4/24/2018,Finance,30,0,0,0,2.3,0.1,3.14,79631.64,0.693
4/25/2018,Finance,31,0,0,4,6,0.8,3.9,81532.5,0.685
4/26/2018,Finance,30,0,0,1,8.4,0.6,3.57,81715.12,0.684
4/27/2018,Finance,30,0,0,3,0.4,0.1,3.87,83461.99,0.686
4/28/2018,Finance,31,0,0,3,0.2,2.1,3.75,80692.85,0.764
4/29/2018,Finance,30,0,0,3,2,1.5,3.5,78607.47,0.746
4/30/2018,Finance,31,0,0,4,0.6,0.1,3.75,85446.4,0.726
5/1/2018,Finance,29,0,0,4,0.1,0.3,3.62,78991.58,0.77
5/2/2018,Finance,28,0,0,0,0.7,0.6,3.77,80332.44,0.73
5/3/2018,Finance,28,1,2,0,0.8,0.4,3.31,81291.67,0.755
5/4/2018,Finance,30,0,0,1,4.6,5.8,3.66,81987.21,0.731
5/5/2018,Finance,30,1,1,3,1.5,0.1,4.12,82682.87,0.637
5/6/2018,Finance,31,0,0,0,0.4,0.3,3.75,83526.9,0.733
5/7/2018,Finance,31,0,0,5,0.9,1.5,3.76,81241.1,0.654
5/8/2018,Finance,30,0,0,0,5.8,2.8,3.84,80287.75,0.812
5/9/2018,Finance,30,1,0,3,1.6,0.2,3.41,80926.45,0.737
5/10/2018,Finance,30,0,0,2,0.8,3.8,3.9,81326.06,0.699
5/11/2018,Finance,29,0,0,2,7.5,0.3,3.74,81756.51,0.715
5/12/2018,Finance,30,0,0,6,1.2,0.1,3.71,79911.87,0.704
5/13/2018,Finance,30,0,0,0,0.1,0,3.8,78052.62,0.661
5/14/2018,Finance,29,1,0,0,10.8,1.4,3.85,81767.22,0.673
5/15/2018,Finance,30,0,0,0,0.3,0.6,3.83,78827.03,0.688
5/16/2018,Finance,30,0,1,2,0.5,0.5,3.99,81213.85,0.723
5/17/2018,Finance,31,0,0,3,0.2,0.2,3.76,81626.27,0.716
5/18/2018,Finance,30,1,0,2,0.9,2.4,3.79,82916.43,0.758
5/19/2018,Finance,30,0,0,2,1.9,0.1,3.97,82291.52,0.735
5/20/2018,Finance,31,0,0,3,3.9,0.3,3.56,80751.3,0.727
5/21/2018,Finance,30,1,0,0,1.7,0.5,3.96,80013.73,0.635
5/22/2018,Finance,30,0,0,1,1.4,1.5,4.06,80743.28,0.733
5/23/2018,Finance,30,0,0,1,2.2,0.5,3.93,79249.78,0.773
5/24/2018,Finance,30,0,0,1,0.2,6.6,3.47,83111.51,0.662
5/25/2018,Finance,30,0,0,2,2.2,1.3,3.94,85499.12,0.678
5/26/2018,Finance,30,1,0,3,0.7,1.2,3.29,83558.15,0.635
5/27/2018,Finance,30,1,0,0,0,1.4,3.45,83432.41,0.78
5/28/2018,Finance,30,0,1,2,2.8,2.3,3.18,81378.17,0.766
5/29/2018,Finance,29,0,0,2,2.3,0,3.9,80509.59,0.723
5/30/2018,Finance,29,0,0,3,4.1,0.6,3.65,83421.47,0.727
5/31/2018,Finance,31,0,0,1,3.7,1.5,3.84,80488.22,0.73
6/1/2018,Finance,29,0,1,3,0.2,1.1,3.75,83923.73,0.654
6/2/2018,Finance,30,0,0,2,3.2,2.3,3.88,81559.69,0.778
6/3/2018,Finance,29,0,0,2,6,0.9,3.55,82695.05,0.73
6/4/2018,Finance,29,0,0,0,0.8,1.1,3.46,83722.28,0.749
6/5/2018,Finance,32,0,0,3,0.5,0,3.36,81973.56,0.72
6/6/2018,Finance,29,0,0,1,4.5,0.1,3.84,80211.53,0.672
6/7/2018,Finance,30,0,0,2,3.6,0,3.57,82953.13,0.69
6/8/2018,Finance,30,0,0,2,0.5,0.2,3.68,80570.71,0.684
6/9/2018,Finance,29,0,0,3,5.4,0.3,3.87,80344.83,0.736
6/10/2018,Finance,30,0,1,2,0,0.1,3.56,81967.33,0.674
6/11/2018,Finance,29,1,0,1,3.7,0.3,3.78,78999.59,0.716
6/12/2018,Finance,32,0,0,1,4.6,0.5,3.83,81472.45,0.788
6/13/2018,Finance,31,0,0,0,1.2,0.7,3.38,84165.49,0.728
6/14/2018,Finance,30,0,0,4,0.8,0.3,3.63,83952.28,0.704
6/15/2018,Finance,28,0,1,0,0.8,0.7,3.37,80629.24,0.707
6/16/2018,Finance,28,0,0,2,0.5,3.3,3.63,84905.55,0.708
6/17/2018,Finance,29,0,0,1,3.3,0.2,3.33,79822.97,0.807
6/18/2018,Finance,29,0,0,2,8.3,0.1,3.58,81971.32,0.657
6/19/2018,Finance,30,0,0,2,2.3,0.9,3.25,81018.44,0.719
6/20/2018,Finance,30,0,0,0,2.2,1.7,3.65,81045.07,0.71
6/21/2018,Finance,29,0,0,1,1.1,1.1,3.4,84131.74,0.656
6/22/2018,Finance,29,0,0,0,0.9,0.2,3.4,80543.4,0.674
6/23/2018,Finance,30,1,0,1,0.3,0.3,3.45,79569.38,0.755
6/24/2018,Finance,31,1,0,2,3.5,0.1,3.45,83142.52,0.737
6/25/2018,Finance,30,0,0,1,0.8,1.2,3.65,78367.92,0.763
6/26/2018,Finance,29,1,0,3,0.3,0.6,3.58,81599.23,0.815
6/27/2018,Finance,30,0,0,0,2.8,3.1,3.22,82166.95,0.722
6/28/2018,Finance,30,0,1,0,4.5,1.2,3.47,79474.49,0.735
6/29/2018,Finance,29,0,0,1,0.1,0.1,3.32,83524.56,0.646
6/30/2018,Finance,30,0,0,1,1.3,0.9,3.55,80008.41,0.695
7/1/2018,Finance,31,0,0,2,5.2,0.5,3.44,79757.7,0.758
7/2/2018,Finance,30,2,0,1,1.2,0.7,3.26,83330.97,0.794
7/3/2018,Finance,30,0,0,4,6.7,1,3.66,81045.05,0.717
7/4/2018,Finance,29,1,0,2,0.4,0.3,3.23,80190.58,0.711
7/5/2018,Finance,30,1,0,0,3.4,1.2,3.65,83037.11,0.668
7/6/2018,Finance,30,0,0,1,0.1,4.7,3.27,82506.2,0.747
7/7/2018,Finance,31,0,0,3,8.9,0.5,3.68,81345.46,0.727
7/8/2018,Finance,29,0,0,0,12.1,0.2,3.28,80866.71,0.631
7/9/2018,Finance,31,0,0,3,1.3,0,4.04,78030.12,0.718
7/10/2018,Finance,29,1,0,2,1,0.7,3.21,82516.46,0.767
7/11/2018,Finance,31,1,0,1,7.5,0.7,3.64,80128.25,0.702
7/12/2018,Finance,29,0,0,1,1.1,0.1,3.25,82107.03,0.614
7/13/2018,Finance,30,0,0,1,4.2,1,3.39,82497.6,0.682
7/14/2018,Finance,29,0,0,3,2.1,0.4,3.31,80318.49,0.753
7/15/2018,Finance,29,0,0,4,4.5,1.4,3.37,83990.23,0.765
7/16/2018,Finance,31,0,0,0,0.1,1.8,3.6,80262.71,0.797
7/17/2018,Finance,30,0,0,0,1,2.2,3.58,79005.32,0.729
7/18/2018,Finance,30,0,0,3,2.4,0.7,3.05,81961.25,0.712
7/19/2018,Finance,30,0,0,2,6.5,0.2,3.47,81459.51,0.817
7/20/2018,Finance,28,0,0,4,2,0.5,3.17,80723.96,0.816
7/21/2018,Finance,30,0,0,2,3.3,3.6,3.36,81883.65,0.738
7/22/2018,Finance,29,1,0,2,1.3,0,3.58,84216.49,0.72
7/23/2018,Finance,31,0,0,2,4.6,0.1,3.49,80000.39,0.716
7/24/2018,Finance,30,1,0,0,5.9,0.3,3.35,80877.79,0.728
7/25/2018,Finance,28,0,0,0,1.7,2.5,3.61,81321.75,0.696
7/26/2018,Finance,29,0,0,2,1.1,0.6,3.52,80454.16,0.735
7/27/2018,Finance,29,0,0,3,4.2,1.2,3.3,82231.06,0.763
7/28/2018,Finance,30,1,1,1,1.4,1.4,3.49,82295.74,0.717
7/29/2018,Finance,30,0,0,0,2.9,0.9,3.52,80653.09,0.687
7/30/2018,Finance,31,0,0,4,1.2,1,3.39,80839.61,0.69
7/31/2018,Finance,30,2,0,1,9.3,0.1,3.49,83358.39,0.757
8/1/2018,Finance,30,0,0,0,24.1,0,3.66,79551.94,0.774
8/2/2018,Finance,30,0,0,1,5.7,0.6,3.11,82584.32,0.79
8/3/2018,Finance,30,0,0,0,5.1,0.9,3.16,82030.3,0.73
8/4/2018,Finance,30,0,0,1,0.5,1.7,3.5,79753.68,0.687
8/5/2018,Finance,31,0,0,2,0.5,1.4,3.31,82789.34,0.751
8/6/2018,Finance,30,0,0,1,0.7,0.9,3.26,80139.32,0.735
8/7/2018,Finance,29,0,0,4,6.8,0.2,3.41,82079.65,0.73
8/8/2018,Finance,31,0,0,0,7.6,0.5,3.23,80624.25,0.683
8/9/2018,Finance,29,0,0,0,0.9,0.7,3.27,82235.35,0.687
8/10/2018,Finance,31,0,0,4,1.4,0.8,3.36,83574.4,0.734
8/11/2018,Finance,31,0,0,3,0.7,0.3,3.15,83682.32,0.643
8/12/2018,Finance,31,0,0,1,0.1,2.3,3.03,80143.18,0.668
8/13/2018,Finance,29,1,0,1,4.3,0.9,3.33,83566.19,0.74
8/14/2018,Finance,29,3,0,2,1.3,1.6,3.18,80397.8,0.678
8/15/2018,Finance,30,1,0,1,0.6,0.9,3.11,82497.86,0.702
8/16/2018,Finance,30,0,0,0,0.9,0.1,3.24,80798.65,0.611
8/17/2018,Finance,30,0,0,1,0.6,0.2,3.5,81501.37,0.724
8/18/2018,Finance,29,0,0,0,4.7,1.4,3.18,82761.74,0.795
8/19/2018,Finance,31,0,0,3,4.5,0.9,3.38,79166.05,0.703
8/20/2018,Finance,29,0,0,2,0.8,2.3,3.2,83482.01,0.735
8/21/2018,Finance,30,0,0,2,2.2,1,3.25,79398.73,0.669
8/22/2018,Finance,29,0,0,1,2.4,0.5,3.2,80383.49,0.682
8/23/2018,Finance,28,0,1,2,0,0.9,3.4,82245.93,0.726
8/24/2018,Finance,30,0,0,2,2.3,1.9,3.16,83708.83,0.721
8/25/2018,Finance,29,0,0,2,0.9,1.6,3.33,81792.34,0.723
8/26/2018,Finance,29,0,0,1,1.8,1.9,3.57,80364.28,0.785
8/27/2018,Finance,30,1,0,1,5.6,0.1,3.31,84195.89,0.736
8/28/2018,Finance,30,1,0,1,0.3,0.6,3.18,84629.97,0.724
8/29/2018,Finance,30,0,0,1,0.6,0.7,3.36,81970.34,0.808
8/30/2018,Finance,30,0,0,2,2.1,1.1,3.2,82212.99,0.713
8/31/2018,Finance,31,1,1,3,1.4,1,3.01,79081.25,0.732
9/1/2018,Finance,30,1,0,1,0.2,1.3,3.12,80702.91,0.655
9/2/2018,Finance,30,0,0,1,4,0.8,3.37,83407.75,0.766
9/3/2018,Finance,30,0,0,1,0.8,1.6,2.97,82616.4,0.73
9/4/2018,Finance,29,0,1,0,2.5,3.2,3.32,80596.91,0.702
9/5/2018,Finance,29,1,0,0,0.2,0.3,3.48,83299.95,0.773
9/6/2018,Finance,30,0,0,1,3.4,0.3,3.27,82045.63,0.636
9/7/2018,Finance,31,1,0,0,2.1,0.3,3.15,80111.59,0.765
9/8/2018,Finance,30,1,0,0,2.7,1.1,3.3,85636.07,0.641
9/9/2018,Finance,30,2,1,3,1,1.7,3.13,80205.54,0.671
9/10/2018,Finance,30,1,0,3,5.3,0.3,3.2,82955.3,0.693
9/11/2018,Finance,28,0,0,0,1.3,3,3.67,82516.83,0.737
9/12/2018,Finance,32,0,0,0,0.8,1.6,3,80698.85,0.69
9/13/2018,Finance,30,1,0,2,0.4,1,3.06,82472.86,0.773
9/14/2018,Finance,30,0,0,1,1.4,0,3.24,82311.26,0.75
9/15/2018,Finance,28,1,0,2,2.3,2.3,3.11,77325.91,0.782
9/16/2018,Finance,28,0,0,1,1.7,2,3.27,80482.51,0.745
9/17/2018,Finance,30,0,0,0,9.5,0.4,3.09,84247.21,0.735
9/18/2018,Finance,29,0,0,1,1.4,0.3,3.16,82527.76,0.731
9/19/2018,Finance,30,0,0,1,1,0.4,3.22,85460.02,0.78
9/20/2018,Finance,30,0,0,0,1.2,4.5,3.28,82688.96,0.734
9/21/2018,Finance,31,0,0,1,0.5,0.3,3.09,84487.99,0.723
9/22/2018,Finance,29,0,0,1,2.5,0.6,3.23,84116.87,0.832
9/23/2018,Finance,30,0,0,0,0.1,1.3,3.33,84043.52,0.696
9/24/2018,Finance,31,0,0,1,0.3,2.4,3.49,82546.66,0.749
9/25/2018,Finance,30,0,0,1,1.6,1.5,3.59,81284.44,0.744
9/26/2018,Finance,30,1,0,0,1.3,0.4,3.35,81973.5,0.679
9/27/2018,Finance,29,0,0,3,0.1,0,3.33,80686.86,0.763
9/28/2018,Finance,30,0,0,2,4.9,0,3.02,84539.97,0.729
9/29/2018,Finance,31,0,2,2,3.7,0.3,3.44,82530.39,0.663
9/30/2018,Finance,30,1,0,1,4.1,0.2,3.16,79405.13,0.736
10/1/2018,Finance,30,0,0,2,0.3,0.7,3.67,81679.71,0.826
10/2/2018,Finance,29,0,1,1,1.5,0.4,3.14,78282.46,0.682
10/3/2018,Finance,31,1,1,1,2.2,0,3.08,82718.65,0.628
10/4/2018,Finance,31,0,0,1,1.5,0.6,3.42,81977.34,0.633
10/5/2018,Finance,29,0,0,1,6.2,0.6,3.51,84291.51,0.71
10/6/2018,Finance,31,0,0,0,1.9,0.2,3.27,84074.64,0.778
10/7/2018,Finance,30,0,0,1,1.5,0.5,3.09,81493.65,0.763
10/8/2018,Finance,30,0,0,3,1.3,3.7,3.25,79574.86,0.688
10/9/2018,Finance,31,0,0,3,0.6,1.6,2.74,83039.28,0.724
10/10/2018,Finance,30,0,0,1,0.6,0.5,3.01,83071,0.714
10/11/2018,Finance,29,0,0,2,7.1,0.1,3.28,82649,0.755
10/12/2018,Finance,29,0,1,0,5.5,0.1,3.52,82396.24,0.695
10/13/2018,Finance,31,0,0,5,2.3,0.4,3.13,78396.27,0.752
10/14/2018,Finance,30,0,0,2,2.7,0.8,2.98,80693.1,0.612
10/15/2018,Finance,30,0,0,2,3.4,1.1,3.45,82090.26,0.828
